PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Casey Cizikas,180,0,92,8.46,72,112,91,0.66,5.58,8.68,7.05,280,397,41.36,484,781,38.26,368,576,38.97,24.27,31.93,43.19,25,5,0,3350000,0.041104294478527606
Marco Scandella,191,0,55,2.18,53,111,62,0.14,3.39,7.10,3.96,368,551,40.04,656,1015,39.26,472,757,38.40,30.66,52.47,36.88,30,4,1,3275000,0.0401840490797546
MacKenzie Weegar,183,1,206,4.61,101,182,135,0.23,5.07,9.14,6.78,621,571,52.10,1018,1007,50.27,804,776,50.89,54.78,50.98,51.80,26,3,0,3250000,0.03987730061349693
Radek Faksa,191,0,13,8.17,94,144,116,0.51,5.88,9.01,7.26,398,481,45.28,749,922,44.82,541,677,44.42,31.15,43.76,41.58,26,5,0,3250000,0.03987730061349693
Pavel Buchnevich,191,0,75,13.51,120,201,161,0.80,7.12,11.93,9.55,475,498,48.82,869,950,47.77,667,717,48.19,48.80,49.28,49.76,24,2,0,3250000,0.03987730061349693
Travis Sanheim,191,0,17,5.19,99,195,135,0.26,4.93,9.72,6.73,581,590,49.62,1065,1033,50.76,810,783,50.85,47.82,53.34,47.27,23,2,0,3250000,0.03987730061349693
Eric Staal,193,0,2,9.02,82,145,111,0.69,6.31,11.15,8.53,391,368,51.52,741,638,53.73,560,493,53.18,33.65,37.54,47.27,34,2,1,3250000,0.03987730061349693
Andrew Cogliano,178,0,25,7.45,88,156,119,0.59,7.02,12.45,9.49,356,331,51.82,631,652,49.18,470,471,49.95,25.45,26.33,49.15,31,3,1,3250000,0.03987730061349693
Zack Smith,188,0,79,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,29,4,1,3250000,0.03987730061349693
Nikita Zadorov,198,0,16,2.00,52,120,73,0.11,2.95,6.82,4.15,402,575,41.15,726,1032,41.30,529,756,41.17,32.19,50.20,39.07,25,1,0,3200000,0.0392638036809816
Zack Kassian,191,1,13,2.85,18,38,30,0.54,3.38,7.13,5.63,125,161,43.71,239,275,46.50,179,206,46.49,10.37,12.08,46.19,29,4,1,3200000,0.0392638036809816
Kasperi Kapanen,185,1,22,5.74,68,112,85,0.55,6.57,10.82,8.21,321,295,52.11,541,484,52.78,419,373,52.90,26.23,25.87,50.35,22,3,0,3200000,0.0392638036809816
Ryan Graves,196,0,110,3.43,99,220,140,0.21,5.97,13.28,8.44,479,519,48.00,894,968,48.01,654,715,47.77,38.42,46.27,45.37,25,3,0,3166667,0.03885480981595092
Roope Hintz,191,0,49,12.00,92,186,139,0.96,7.39,14.93,11.16,432,320,57.45,784,584,57.31,609,438,58.17,43.83,31.02,58.56,23,3,0,3150000,0.03865030674846626
Derek Ryan,178,1,300,4.17,33,62,52,0.55,4.37,8.21,6.89,195,179,52.14,408,361,53.06,298,255,53.89,17.05,16.68,50.55,31,3,1,3125000,0.03834355828220859
Craig Smith,185,1,98,10.89,132,236,187,0.81,9.86,17.63,13.97,479,334,58.92,853,594,58.95,661,464,58.76,36.35,26.50,57.84,30,3,1,3100000,0.03803680981595092
Phillip Danault,185,0,26,7.19,73,140,105,0.48,4.90,9.40,7.05,453,441,50.67,876,828,51.41,642,626,50.63,39.74,43.46,47.76,25,3,0,3083333,0.03783230674846626
Victor Olofsson,180,0,181,10.41,129,228,178,0.64,7.95,14.05,10.97,532,449,54.23,941,756,55.45,735,612,54.57,45.76,47.91,48.85,24,2,0,3050000,0.03742331288343558
Dylan Strome,191,0,3,8.92,71,112,90,0.86,6.87,10.83,8.69,358,308,53.75,627,543,53.59,459,393,53.87,35.18,26.38,57.15,23,2,0,3000000,0.03680981595092025
Erik Gustafsson,183,0,93,1.35,31,86,51,0.17,3.99,11.07,6.56,208,186,52.79,420,323,56.53,298,255,53.89,20.26,17.75,53.30,28,1,1,3000000,0.03680981595092025
Dylan DeMelo,183,1,179,1.48,41,85,59,0.11,2.93,6.07,4.22,363,450,44.65,635,843,42.96,479,626,43.35,28.92,41.20,41.24,27,4,1,3000000,0.03680981595092025
Oskar Lindblom,185,0,138,6.66,58,102,85,0.61,5.28,9.28,7.74,275,349,44.07,517,612,45.79,384,464,45.28,23.66,28.82,45.08,23,3,0,3000000,0.03680981595092025
Kevin Fiala,178,0,11,16.59,161,286,223,1.20,11.64,20.69,16.13,484,371,56.61,896,680,56.85,677,520,56.56,47.69,30.78,60.77,22,2,0,3000000,0.03680981595092025
Neal Pionk,183,1,300,3.48,96,193,131,0.18,5.03,10.11,6.87,600,532,53.00,1089,978,52.69,804,729,52.45,56.97,52.61,51.99,23,2,0,3000000,0.03680981595092025
Patrik Nemeth,191,0,41,1.25,52,100,69,0.08,3.47,6.67,4.59,366,514,41.59,649,892,42.12,490,681,41.84,31.64,44.56,41.52,27,2,1,3000000,0.03680981595092025
Leo Komarov,180,0,180,2.48,27,41,33,0.35,3.83,5.81,4.68,195,202,49.12,332,398,45.48,251,284,46.92,15.71,15.51,50.32,31,4,1,3000000,0.03680981595092025
Antoine Roussel,180,0,300,3.14,28,49,41,0.47,4.17,7.30,6.11,180,230,43.90,312,450,40.94,239,332,41.86,14.37,25.30,36.22,28,4,1,3000000,0.03680981595092025
Jay Beagle,191,1,300,3.05,21,38,32,0.49,3.35,6.07,5.11,156,235,39.90,265,418,38.79,199,327,37.83,11.97,26.00,31.52,32,4,1,3000000,0.03680981595092025
Erik Cernak,191,1,43,3.00,85,163,116,0.20,5.60,10.75,7.65,408,457,47.17,713,782,47.69,554,614,47.43,37.51,39.10,48.96,23,3,0,2950000,0.03619631901840491
Robby Fabbri,178,0,21,5.90,58,96,79,0.68,6.72,11.13,9.16,263,263,50.00,468,454,50.76,360,348,50.85,23.32,22.45,50.95,24,2,0,2950000,0.03619631901840491
Jared McCann,185,0,24,10.76,94,157,125,1.06,9.28,15.52,12.36,347,262,56.98,599,421,58.73,464,336,58.00,32.58,21.43,60.32,24,2,0,2940000,0.03607361963190184
Adam Lowry,196,0,67,9.11,78,134,106,0.71,6.03,10.37,8.19,327,426,43.43,619,795,43.78,467,597,43.89,28.49,40.40,41.35,25,3,0,2916667,0.03578732515337423
Marcus Foligno,191,0,104,4.62,38,58,52,0.50,4.13,6.31,5.66,227,267,45.95,377,514,42.31,297,386,43.48,21.16,20.70,50.55,25,4,0,2875000,0.0352760736196319
Colton Sissons,185,1,50,6.27,58,96,79,0.49,4.49,7.43,6.11,274,421,39.42,518,752,40.79,401,566,41.47,23.03,35.96,39.04,25,7,0,2857143,0.03505696932515338
Brandon Carlo,196,1,37,1.27,43,90,67,0.15,5.11,10.69,7.96,251,227,52.51,456,439,50.95,357,342,51.07,17.66,21.02,45.66,22,2,0,2850000,0.03496932515337423
Jake McCabe,185,0,44,0.67,15,29,21,0.16,3.61,6.98,5.05,112,123,47.66,203,215,48.56,162,169,48.94,9.03,9.27,49.37,25,2,0,2850000,0.03496932515337423
Matt Calvert,180,0,127,2.60,26,45,32,0.63,6.28,10.86,7.72,103,124,45.37,208,218,48.83,141,161,46.69,9.61,9.74,49.69,28,3,1,2850000,0.03496932515337423
Vladislav Gavrikov,191,0,159,2.10,48,102,67,0.12,2.70,5.74,3.77,453,614,42.46,768,1102,41.07,607,819,42.57,36.13,47.35,43.28,24,3,0,2800000,0.0343558282208589
Danton Heinen,185,0,116,8.47,76,139,104,0.80,7.18,13.14,9.83,269,327,45.13,546,592,47.98,410,454,47.45,22.85,30.92,42.50,23,2,0,2800000,0.0343558282208589
Jesper Bratt,178,0,162,10.02,101,181,144,0.81,8.19,14.69,11.68,417,302,58.00,760,547,58.15,583,414,58.48,36.97,26.22,58.51,21,2,0,2750000,0.03374233128834356
Chandler Stephenson,183,0,77,9.93,82,123,105,0.66,5.43,8.15,6.95,507,401,55.84,912,779,53.93,700,552,55.91,48.66,35.43,57.87,26,4,0,2750000,0.03374233128834356
Carson Soucy,196,0,137,1.54,45,82,64,0.13,3.71,6.77,5.28,313,384,44.91,532,763,41.08,427,557,43.39,27.70,27.64,50.05,25,3,1,2750000,0.03374233128834356
Oskar Sundqvist,191,1,81,3.72,32,50,45,0.53,4.51,7.07,6.36,167,231,41.96,302,423,41.66,223,317,41.30,13.72,24.81,35.61,25,4,0,2750000,0.03374233128834356
Richard Pánik,188,0,52,6.04,59,104,88,0.61,5.96,10.51,8.90,269,268,50.09,490,493,49.85,372,379,49.53,20.91,21.43,49.39,28,4,1,2750000,0.03374233128834356
Carl Hagelin,183,0,168,7.98,82,124,98,0.62,6.34,9.59,7.58,308,392,44.00,542,748,42.02,421,550,43.36,28.91,36.75,44.03,30,4,1,2750000,0.03374233128834356
Miles Wood,188,0,100,12.37,128,184,161,0.90,9.32,13.40,11.73,426,386,52.46,755,662,53.28,587,529,52.60,37.36,31.03,54.63,22,4,0,2750000,0.03374233128834356
Riley Nash,188,1,21,2.60,40,58,51,0.33,5.15,7.47,6.57,203,219,48.10,328,418,43.97,255,309,45.21,13.27,16.64,44.35,29,3,1,2750000,0.03374233128834356
John Moore,185,0,21,0.20,8,15,10,0.11,4.57,8.58,5.72,49,56,46.67,94,118,44.34,71,87,44.94,4.53,4.88,48.14,27,5,1,2750000,0.03374233128834356
Markus Nutivaara,185,0,189,2.62,45,84,64,0.33,5.64,10.53,8.02,263,221,54.34,459,372,55.23,368,297,55.34,23.14,17.42,57.05,24,4,0,2700000,0.033128834355828224
Sean Walker,180,1,300,4.84,89,175,121,0.36,6.54,12.86,8.89,383,428,47.23,733,775,48.61,555,566,49.51,35.53,41.35,46.21,25,4,0,2650000,0.03251533742331288
Joel Armia,193,1,16,5.65,72,122,92,0.57,7.36,12.47,9.41,286,280,50.53,547,521,51.22,387,401,49.11,23.74,28.53,45.42,26,2,0,2600000,0.03190184049079755
Ondrej Kase,183,1,205,0.61,4,9,8,1.43,9.40,21.16,18.80,20,13,60.61,32,22,59.26,26,16,61.90,1.47,1.03,58.80,22,3,0,2600000,0.03190184049079755
Philippe Myers,196,1,300,2.82,77,168,109,0.20,5.56,12.14,7.88,421,400,51.28,768,700,52.32,573,551,50.98,32.71,33.68,49.27,23,3,0,2550000,0.03128834355828221
Denis Gurianov,191,0,12,12.80,130,251,181,0.88,8.94,17.27,12.46,475,370,56.21,884,675,56.70,659,522,55.80,41.74,31.01,57.37,23,2,0,2550000,0.03128834355828221
Jake Virtanen,185,1,6,5.49,50,98,72,0.71,6.44,12.63,9.27,204,255,44.44,380,458,45.35,288,348,45.28,17.36,22.04,44.06,23,2,0,2550000,0.03128834355828221
Sam Bennett,185,0,4,12.00,106,169,139,1.04,9.19,14.66,12.06,383,342,52.83,683,586,53.82,527,452,53.83,34.90,30.23,53.59,23,2,0,2550000,0.03128834355828221
Frank Vatrano,178,0,300,16.20,158,245,207,1.20,11.66,18.07,15.28,449,390,53.52,802,657,54.97,620,500,55.36,41.17,28.09,59.44,25,3,0,2533333,0.031083840490797546
Valeri Nichushkin,193,0,10,9.40,97,169,130,0.76,7.82,13.62,10.48,425,326,56.59,787,600,56.74,582,447,56.56,36.39,28.91,55.73,25,2,0,2500000,0.03067484662576687
Radko Gudas,183,1,66,2.48,84,167,114,0.16,5.31,10.56,7.21,512,527,49.28,837,893,48.38,658,685,48.99,41.75,42.44,49.59,30,3,1,2500000,0.03067484662576687
Nick Jensen,185,1,150,1.51,57,101,71,0.10,3.81,6.76,4.75,360,436,45.23,640,828,43.60,488,639,43.30,29.97,39.08,43.40,28,4,1,2500000,0.03067484662576687
Oliver Bjorkstrand,183,1,89,11.79,143,237,203,0.72,8.69,14.42,12.35,512,526,49.33,864,886,49.37,682,684,49.93,39.92,48.14,45.33,23,3,0,2500000,0.03067484662576687
Thomas Hickey,183,0,4,0.09,2,6,4,0.07,1.48,4.43,2.95,34,32,51.52,60,59,50.42,43,41,51.19,3.50,2.06,62.84,29,4,1,2500000,0.03067484662576687
Michal Kempný,185,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,27,4,1,2500000,0.03067484662576687
Brayden McNabb,193,0,66,1.92,38,106,62,0.15,2.96,8.24,4.82,312,362,46.29,634,736,46.28,463,517,47.24,31.58,36.53,46.37,27,4,1,2500000,0.03067484662576687
Andrew Mangiapane,178,0,166,11.44,82,152,116,0.79,5.68,10.52,8.02,468,382,55.06,865,735,54.06,656,563,53.81,42.64,37.27,53.36,24,2,0,2425000,0.029754601226993867
Alex Iafallo,183,0,300,14.40,116,186,155,0.82,6.59,10.57,8.81,552,488,53.08,1032,885,53.83,772,674,53.39,53.51,50.49,51.45,25,2,0,2425000,0.029754601226993867
Artturi Lehkonen,183,0,55,6.58,76,125,98,0.64,7.41,12.19,9.56,262,321,44.94,490,587,45.50,358,437,45.03,19.92,27.97,41.60,23,2,0,2400000,0.029447852760736196
Blake Comeau,185,1,47,8.03,76,134,99,0.60,5.68,10.02,7.40,366,379,49.13,652,741,46.81,479,546,46.73,26.70,32.95,44.76,32,3,1,2400000,0.029447852760736196
Stephen Johns,193,1,60,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,3,0,2350000,0.02883435582822086
Luke Kunin,183,1,15,7.56,71,117,100,0.85,8.01,13.20,11.29,249,310,44.54,461,511,47.43,360,399,47.43,21.18,23.54,47.36,22,2,0,2300000,0.02822085889570552
Scott Laughton,185,0,20,7.24,89,133,104,0.53,6.53,9.76,7.64,366,414,46.92,664,760,46.63,502,571,46.78,29.86,37.29,44.47,25,2,0,2300000,0.02822085889570552
Andrew Copp,185,0,104,14.96,112,172,142,0.91,6.82,10.47,8.65,513,546,48.44,902,970,48.18,683,735,48.17,48.50,55.21,46.77,24,2,0,2280000,0.027975460122699386
Mattias Janmark,185,0,79,11.17,94,146,120,0.71,6.01,9.33,7.67,438,497,46.84,781,892,46.68,583,681,46.12,40.24,45.84,46.75,27,1,1,2250000,0.027607361963190184
Cody Eakin,183,0,85,3.46,39,59,51,0.35,3.93,5.95,5.14,226,380,37.29,364,656,35.69,286,515,35.71,14.89,33.27,30.92,29,2,1,2250000,0.027607361963190184
Alexander Wennberg,188,0,14,9.25,82,133,105,0.55,4.84,7.84,6.19,535,542,49.68,887,893,49.83,691,701,49.64,46.62,51.16,47.68,25,1,1,2250000,0.027607361963190184
Radim Simek,180,0,300,1.12,26,50,36,0.12,2.75,5.28,3.81,248,278,47.15,475,544,46.61,374,395,48.63,21.97,23.09,48.76,27,4,1,2250000,0.027607361963190184
Pavel Zacha,191,0,6,10.57,103,176,139,0.74,7.20,12.31,9.72,433,453,48.87,807,763,51.40,610,611,49.96,42.09,40.74,50.81,22,3,0,2250000,0.027607361963190184
Greg Pateryn,191,1,128,0.69,13,29,21,0.23,4.24,9.47,6.86,78,100,43.82,145,181,44.48,107,132,44.77,6.09,7.89,43.56,28,3,1,2250000,0.027607361963190184
Zach Hyman,185,1,123,16.48,115,183,151,1.19,8.28,13.19,10.88,444,388,53.37,797,737,51.96,616,538,53.38,51.20,36.86,58.14,25,4,0,2250000,0.027607361963190184
Zemgus Girgensons,188,0,14,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,3,1,2200000,0.026993865030674847
Warren Foegele,188,0,67,13.95,91,155,130,1.12,7.28,12.41,10.41,363,357,50.42,680,641,51.48,511,501,50.49,35.52,30.71,53.63,24,1,0,2150000,0.02638036809815951
Alex Chiasson,193,1,38,8.91,62,94,80,1.01,7.03,10.65,9.07,328,220,59.85,590,404,59.36,438,292,60.00,33.40,16.05,67.54,28,2,1,2150000,0.02638036809815951
Jamie Oleksiak,201,0,14,4.21,84,145,109,0.22,4.40,7.59,5.70,538,528,50.47,983,1002,49.52,728,750,49.26,40.98,42.82,48.90,25,3,0,2137500,0.026226993865030676
Jordan Greenway,198,0,50,7.39,78,138,108,0.52,5.48,9.69,7.59,368,440,45.54,625,858,42.14,492,636,43.62,32.94,34.83,48.61,23,2,0,2100000,0.025766871165644172
Anthony Beauvillier,180,0,28,11.65,109,174,142,0.91,8.48,13.54,11.05,378,350,51.92,671,646,50.95,505,487,50.91,38.77,25.87,59.98,22,2,0,2100000,0.025766871165644172
Brock McGinn,183,0,47,5.74,58,102,81,0.62,6.28,11.04,8.77,265,283,48.36,487,514,48.65,370,391,48.62,23.21,25.20,47.94,25,2,0,2100000,0.025766871165644172
Jack Roslovic,185,1,25,8.51,85,130,110,0.63,6.29,9.61,8.13,423,415,50.48,764,708,51.90,578,546,51.42,33.71,35.32,48.83,23,2,0,2030952,0.024919656441717793
Sami Vatanen,178,1,106,1.37,55,102,69,0.12,4.97,9.23,6.24,301,333,47.48,566,610,48.13,430,474,47.57,22.90,30.73,42.70,29,1,1,2000000,0.024539877300613498
Ethan Bear,180,1,124,1.66,51,96,67,0.13,4.13,7.78,5.43,325,370,46.76,565,668,45.82,420,492,46.05,32.10,35.15,47.73,23,2,0,2000000,0.024539877300613498
Vladislav Namestnikov,183,0,27,12.60,87,125,110,0.88,6.10,8.76,7.71,334,454,42.39,604,800,43.02,453,622,42.14,34.39,38.29,47.32,27,2,1,2000000,0.024539877300613498
Jesper Fast,185,1,157,6.35,38,69,54,0.54,3.24,5.88,4.59,318,316,50.16,597,561,51.55,446,435,50.62,34.02,29.46,53.59,28,3,1,2000000,0.024539877300613498
Mark Borowiecki,188,0,139,0.48,18,47,32,0.10,3.59,9.36,6.38,116,155,42.80,218,303,41.84,163,208,43.94,6.46,13.20,32.86,30,2,1,2000000,0.024539877300613498
Rocco Grimaldi,168,1,33,5.69,62,112,94,0.67,7.26,13.11,11.00,241,285,45.82,450,458,49.56,346,362,48.87,17.89,22.56,44.23,27,2,1,2000000,0.024539877300613498
Justin Holl,193,1,54,2.22,50,108,74,0.12,2.67,5.77,3.95,502,570,46.83,889,1088,44.97,689,801,46.24,50.46,51.99,49.25,28,3,1,2000000,0.024539877300613498
Adrian Kempe,188,0,29,11.55,123,230,168,0.75,8.02,15.02,10.97,468,440,51.54,889,778,53.33,659,604,52.18,51.96,44.09,54.10,22,3,0,2000000,0.024539877300613498
Jordie Benn,188,0,300,1.38,42,87,60,0.15,4.63,9.61,6.63,242,305,44.24,434,553,43.97,332,410,44.74,18.73,27.55,40.47,31,2,1,2000000,0.024539877300613498
Jordan Martinook,183,0,58,6.83,62,97,83,0.73,6.63,10.37,8.86,240,266,47.43,452,483,48.34,352,368,48.89,21.57,23.98,47.35,26,2,0,2000000,0.024539877300613498
Calle Järnkrok,180,1,51,8.65,91,133,114,0.63,6.63,9.69,8.31,384,437,46.77,656,730,47.33,527,566,48.22,33.89,33.11,50.58,24,6,0,2000000,0.024539877300613498
Ryan Donato,183,0,56,11.62,104,171,140,1.11,9.90,16.28,13.33,335,292,53.43,610,540,53.04,471,402,53.95,32.95,25.96,55.93,23,2,0,1900000,0.023312883435582823
Ryan Hartman,183,1,30,7.33,72,134,111,0.60,5.86,10.90,9.02,332,400,45.36,614,747,45.11,471,558,45.77,25.35,28.49,47.08,24,2,0,1900000,0.023312883435582823
Vince Dunn,183,0,56,3.47,73,164,95,0.25,5.29,11.89,6.89,410,356,53.52,773,659,53.98,532,487,52.21,30.00,31.75,48.58,23,1,0,1875000,0.023006134969325152
Brett Kulak,188,0,105,1.80,56,111,70,0.15,4.68,9.27,5.85,370,279,57.01,702,547,56.20,504,388,56.50,26.63,23.74,52.87,25,3,0,1850000,0.022699386503067485
Justin Braun,188,1,201,1.79,59,119,82,0.11,3.60,7.27,5.01,422,521,44.75,788,925,46.00,603,700,46.28,33.59,45.26,42.60,33,2,1,1800000,0.022085889570552148
Pierre-Édouard Bellemare,183,0,300,6.47,58,99,78,0.67,6.02,10.28,8.10,232,293,44.19,445,559,44.32,316,401,44.07,20.65,23.70,46.56,34,2,1,1800000,0.022085889570552148
Blake Coleman,180,0,75,12.47,122,183,154,0.88,8.60,12.91,10.86,443,414,51.69,725,717,50.28,585,552,51.45,39.56,37.71,51.20,26,3,0,1800000,0.022085889570552148
Luke Glendening,180,1,300,6.79,67,110,92,0.51,5.03,8.26,6.91,300,481,38.40,527,879,37.47,394,647,37.85,23.95,43.94,35.28,27,4,1,1800000,0.022085889570552148
Erik Haula,183,0,182,12.05,85,143,122,0.89,6.25,10.52,8.97,376,450,45.52,683,760,47.33,520,580,47.27,34.24,41.32,45.31,29,1,1,1750000,0.02147239263803681
Tyler Pitlick,188,1,31,7.19,56,126,94,0.69,5.41,12.18,9.08,234,320,42.24,497,635,43.90,359,459,43.89,22.27,34.17,39.46,28,2,1,1750000,0.02147239263803681
Ryan Reaves,188,1,156,3.58,26,54,36,0.57,4.25,8.82,5.88,144,175,45.14,325,322,50.23,221,234,48.57,14.97,15.38,49.32,33,2,1,1750000,0.02147239263803681
Carl Gunnarsson,188,0,194,0.16,6,17,10,0.06,2.08,5.89,3.47,58,106,35.36,107,185,36.64,80,142,36.04,5.18,8.09,39.04,32,2,1,1750000,0.02147239263803681
Anthony Duclair,180,0,80,12.31,104,167,130,1.10,9.25,14.86,11.57,411,304,57.48,691,513,57.39,535,413,56.43,40.38,23.21,63.50,24,1,1,1700000,0.020858895705521473
Troy Stecher,178,1,300,1.94,55,129,82,0.15,4.33,10.16,6.46,325,388,45.58,562,673,45.51,441,530,45.42,24.25,30.72,44.11,26,2,1,1700000,0.020858895705521473
Sonny Milano,183,0,16,0.89,8,16,13,0.60,5.43,10.86,8.82,51,24,68.00,99,59,62.66,75,39,65.79,4.26,2.06,67.45,24,2,0,1700000,0.020858895705521473
Nick Holden,193,0,300,1.54,23,46,32,0.34,5.12,10.25,7.13,134,124,51.94,263,233,53.02,189,168,52.94,12.95,12.11,51.68,33,2,1,1700000,0.020858895705521473
Braydon Coburn,196,0,8,0.86,18,38,27,0.17,3.54,7.48,5.31,133,204,39.47,233,377,38.20,185,275,40.22,11.05,18.80,37.01,34,2,1,1700000,0.020858895705521473
Noel Acciari,178,1,300,7.81,68,102,85,0.74,6.46,9.69,8.08,307,399,43.48,509,709,41.79,393,533,42.44,27.98,37.21,42.92,27,3,1,1666667,0.020449901840490798
Kyle Turris,185,1,3,2.50,26,49,35,0.47,4.92,9.27,6.63,115,190,37.70,221,331,40.04,168,255,39.72,9.77,15.26,39.06,30,2,1,1650000,0.020245398773006136
Dean Kukan,188,0,300,0.62,29,50,36,0.07,3.50,6.04,4.34,236,234,50.21,393,440,47.18,309,326,48.66,15.31,18.39,45.42,26,2,0,1650000,0.020245398773006136
Cédric Paquette,185,0,101,4.53,33,62,49,0.62,4.51,8.47,6.69,178,209,45.99,353,400,46.88,265,291,47.66,16.76,18.48,47.56,25,2,0,1650000,0.020245398773006136
Ilya Mikheyev,191,0,300,10.60,103,167,138,0.86,8.36,13.56,11.21,345,376,47.85,588,683,46.26,463,522,47.01,32.49,31.34,50.90,25,2,0,1645000,0.0201840490797546
Scott Harrington,188,0,54,0.16,8,16,11,0.05,2.45,4.88,3.37,79,107,42.47,138,198,41.07,108,144,42.86,3.98,8.02,33.17,26,3,0,1633333,0.020040895705521474
Robert Hägg,188,0,41,1.85,29,77,52,0.21,3.27,8.69,5.87,230,282,44.92,439,476,47.98,329,365,47.41,19.82,25.92,43.34,25,2,0,1600000,0.0196319018404908
Anders Bjork,183,0,146,3.73,41,83,62,0.36,3.94,7.97,5.96,282,342,45.19,486,615,44.14,379,469,44.69,20.11,27.39,42.34,23,3,0,1600000,0.0196319018404908
Michael Raffl,183,0,300,6.06,46,73,65,0.64,4.87,7.73,6.88,240,259,48.10,464,470,49.68,343,350,49.49,21.37,24.28,46.81,30,2,1,1600000,0.0196319018404908
Adam Pelech,191,0,65,4.04,82,180,123,0.21,4.18,9.17,6.26,548,589,48.20,968,1098,46.85,735,815,47.42,51.85,49.34,51.24,22,4,0,1600000,0.0196319018404908
Brendan Lemieux,185,0,31,4.13,48,89,65,0.53,6.10,11.30,8.26,185,242,43.33,341,459,42.62,264,341,43.64,14.46,20.17,41.76,24,2,0,1550000,0.01901840490797546
Lawson Crouse,193,0,11,8.53,70,135,112,0.70,5.76,11.11,9.22,258,427,37.65,509,792,39.11,386,588,39.63,22.69,38.42,37.13,22,3,0,1533333,0.018813901840490796
Matt Martin,191,0,148,6.08,68,93,82,0.61,6.83,9.34,8.23,251,263,48.83,441,514,46.18,335,376,47.12,22.57,18.41,55.08,31,4,1,1500000,0.018404907975460124
Nick Cousins,180,0,68,5.48,60,96,76,0.47,5.18,8.28,6.56,357,322,52.58,656,547,54.53,486,420,53.64,29.55,26.19,53.01,26,2,1,1500000,0.018404907975460124
Derek Grant,191,0,119,5.75,66,122,97,0.51,5.91,10.93,8.69,239,423,36.10,458,789,36.72,342,579,37.13,19.21,38.19,33.47,30,3,1,1500000,0.018404907975460124
Wayne Simmonds,188,1,61,5.79,60,100,80,0.81,8.36,13.93,11.14,246,166,59.71,448,319,58.41,340,227,59.96,21.49,12.19,63.81,31,1,1,1500000,0.018404907975460124
Andrej Sekera,183,0,71,1.35,33,76,45,0.11,2.75,6.34,3.75,279,370,42.99,517,703,42.38,372,513,42.03,21.18,32.31,39.60,34,2,1,1500000,0.018404907975460124
Samuel Blais,188,0,176,3.22,31,52,40,0.46,4.44,7.45,5.73,167,205,44.89,314,378,45.38,232,284,44.96,13.84,18.59,42.68,24,2,0,1500000,0.018404907975460124
Josh Archibald,178,1,174,9.48,60,99,83,0.85,5.35,8.83,7.41,262,387,40.36,476,727,39.57,360,528,40.54,26.36,37.52,41.26,27,2,1,1500000,0.018404907975460124
Austin Watson,193,1,18,3.19,41,79,59,0.47,6.03,11.62,8.67,185,225,45.12,313,470,39.97,252,332,43.15,13.61,20.97,39.36,28,3,1,1500000,0.018404907975460124
Connor Carrick,180,1,137,0.40,8,21,16,0.12,2.34,6.14,4.67,76,125,37.81,137,231,37.22,108,172,38.57,6.92,8.39,45.20,25,2,0,1500000,0.018404907975460124
Jason Dickinson,188,0,29,6.19,66,126,93,0.45,4.79,9.15,6.76,386,365,51.40,717,707,50.35,513,529,49.23,29.20,31.37,48.21,23,2,0,1500000,0.018404907975460124
Zachary Sanford,193,0,61,8.78,65,120,97,0.71,5.25,9.69,7.84,323,383,45.75,593,708,45.58,441,537,45.09,26.05,36.65,41.55,24,2,0,1500000,0.018404907975460124
Garnet Hathaway,191,1,300,7.12,61,102,86,0.63,5.40,9.02,7.61,300,352,46.01,512,657,43.80,398,487,44.97,25.80,29.61,46.56,27,4,1,1500000,0.018404907975460124
Mike Reilly,185,0,98,2.91,98,169,134,0.16,5.55,9.56,7.58,607,517,54.00,1038,892,53.78,834,693,54.62,46.06,43.07,51.68,25,2,0,1500000,0.018404907975460124
Marcus Sörensen,180,0,106,3.95,26,50,43,0.68,4.45,8.56,7.36,153,204,42.86,272,372,42.24,220,282,43.82,14.56,20.39,41.65,27,2,1,1500000,0.018404907975460124
Nick Ritchie,188,0,10,12.98,121,189,170,0.92,8.61,13.45,12.10,540,337,61.57,962,618,60.89,755,474,61.43,46.97,26.80,63.67,22,3,0,1498925,0.018391717791411043
Joel Eriksson Ek,185,0,20,17.54,117,163,144,1.13,7.62,10.61,9.38,437,434,50.17,756,853,46.99,595,635,48.37,44.51,37.36,54.37,22,2,0,1487500,0.018251533742331287
Ivan Barbashev,183,0,33,5.93,40,66,54,0.75,5.03,8.30,6.79,191,268,41.61,344,488,41.35,256,372,40.76,17.48,25.80,40.40,23,2,0,1475000,0.018098159509202454
