PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
227. Justin Abdelkader,188,Left,42 - Round 2 - 2005 (DET),11.45,95,159,135,0.63,5.21,8.73,7.41,447,615,42.09,866,1132,43.34,639,878,42.12,39.69,60.91,39.45,-,-,-,29,NTC,7,UFA,4250000,0.06
228. David Savard,188,Right,94 - Round 4 - 2009 (CBJ),6.20,124,234,173,0.23,4.59,8.67,6.41,785,804,49.40,1351,1499,47.40,1067,1122,48.74,72.31,66.40,52.13,-,-,-,24,,5,RFA,4250000,0.06
229. John Klingberg,191,Right,131 - Round 5 - 2010 (DAL),7.84,153,345,218,0.30,5.85,13.19,8.33,968,775,55.54,1756,1413,55.41,1284,1067,54.62,89.19,73.37,54.87,-,-,-,22,,7,RFA,4250000,0.062
230. Craig Smith,185,Right,98 - Round 4 - 2009 (NSH),19.19,205,338,277,1.00,10.70,17.64,14.46,694,476,59.32,1287,921,58.29,952,664,58.91,55.99,43.25,56.42,-,-,-,25,,5,RFA,4250000,0.06
231. Jonathan Ericsson,193,Left,291 - Round 9 - 2002 (DET),1.46,48,106,68,0.10,3.22,7.10,4.55,361,589,38.00,678,1024,39.84,494,807,37.97,26.90,55.01,32.84,-,-,-,30,M-NTC,6,UFA,4250000,0.066
232. Oscar Klefbom,191,Left,19 - Round 1 - 2011 (EDM),7.79,167,331,227,0.32,6.85,13.58,9.31,803,741,52.01,1439,1322,52.12,1099,998,52.41,74.44,72.18,50.77,-,-,-,22,,7,RFA,4167000,0.057
233. Jonas Brodin,185,Left,10 - Round 1 - 2011 (MIN),4.98,111,211,142,0.18,3.95,7.52,5.05,809,809,50.00,1425,1597,47.15,1075,1150,48.31,60.45,67.70,47.17,-,-,-,21,,6,RFA,4166667,0.06
234. Damon Severson,188,Right,60 - Round 2 - 2012 (NJD),7.84,146,262,190,0.26,4.84,8.69,6.31,950,974,49.38,1649,1749,48.53,1287,1330,49.18,83.26,88.45,48.49,-,-,-,22,,6,RFA,4166666,0.056
235. Cam Talbot,193,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.40,2.83,-0.57,28,M-NTC,3,UFA,4166666,0.058
236. Adam Larsson,191,Right,4 - Round 1 - 2011 (NJD),3.93,117,244,170,0.13,3.96,8.26,5.75,819,978,45.58,1508,1729,46.59,1130,1322,46.08,69.54,90.16,43.54,-,-,-,22,,6,RFA,4166666,0.058
237. Scott Darling,196,Left,153 - Round 6 - 2007 (ARI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.34,2.86,-0.48,28,M-NTC,4,UFA,4150000,0.057
238. Mathieu Perreault,178,Left,177 - Round 6 - 2006 (WSH),10.69,95,169,136,0.64,5.68,10.11,8.14,543,431,55.75,1034,839,55.21,748,618,54.76,43.61,35.08,55.42,-,-,-,28,M-NTC,4,UFA,4125000,0.057
239. Josh Manson,191,Right,160 - Round 6 - 2011 (ANA),4.46,96,187,125,0.16,3.49,6.80,4.54,666,963,40.88,1278,1838,41.01,960,1380,41.03,60.46,92.94,39.40,-,-,-,26,,4,RFA,4100000,0.055
240. Brian Dumoulin,193,Left,51 - Round 2 - 2009 (CAR),4.03,99,226,156,0.15,3.72,8.49,5.86,903,937,49.08,1544,1657,48.23,1187,1250,48.71,82.89,80.18,50.83,-,-,-,25,,6,RFA,4100000,0.055
241. Nick Bonino,185,Left,173 - Round 6 - 2007 (SJS),12.83,118,202,154,0.57,5.36,9.18,7.00,658,658,50.00,1198,1259,48.76,899,917,49.50,61.03,58.97,50.86,-,-,-,29,,4,UFA,4100000,0.055
242. Nick Bjugstad,198,Right,19 - Round 1 - 2010 (FLA),14.83,154,233,195,0.92,9.55,14.45,12.09,601,496,54.79,1003,845,54.27,781,655,54.39,47.58,38.61,55.20,-,-,-,22,,6,RFA,4100000,0.059
243. Niklas Hjalmarsson,191,Left,108 - Round 4 - 2005 (CHI),1.82,57,109,75,0.07,2.12,4.05,2.79,716,836,46.13,1276,1658,43.49,982,1169,45.65,63.91,76.54,45.50,-,-,-,27,"M-NTC, NMC",5,UFA,4100000,0.064
244. Olli Määttä,188,Left,22 - Round 1 - 2012 (PIT),2.45,74,168,112,0.13,3.98,9.03,6.02,557,603,48.02,938,1140,45.14,733,833,46.81,47.21,49.18,48.98,-,-,-,21,,6,RFA,4083333,0.057
245. Jake Gardiner,188,Left,17 - Round 1 - 2008 (ANA),3.84,78,236,136,0.18,3.56,10.77,6.20,733,678,51.95,1508,1243,54.82,1099,971,53.09,75.80,59.04,56.21,-,-,-,24,,5,RFA,4050000,0.059
246. Brett Pesce,191,Right,66 - Round 3 - 2013 (CAR),5.03,98,195,134,0.20,3.93,7.82,5.37,755,746,50.30,1338,1396,48.94,1060,1042,50.43,81.53,70.45,53.64,-,-,-,23,,6,RFA,4025000,0.054
247. Ryan Spooner,180,Left,45 - Round 2 - 2010 (BOS),6.35,67,109,85,0.64,6.77,11.01,8.58,280,308,47.62,555,561,49.73,402,426,48.55,22.15,22.85,49.22,-,-,-,26,,2,RFA,4000000,0.05
248. Vladislav Namestnikov,183,Left,27 - Round 1 - 2011 (TBL),14.79,119,206,147,0.72,5.80,10.03,7.16,557,620,47.32,1016,1172,46.44,749,876,46.09,58.56,64.69,47.51,-,-,-,25,,2,RFA,4000000,0.05
249. David Perron,183,Right,26 - Round 1 - 2007 (STL),11.02,112,204,150,0.68,6.90,12.56,9.24,541,442,55.04,954,753,55.89,721,574,55.68,51.26,39.22,56.65,-,-,-,30,M-NTC,4,UFA,4000000,0.05
250. Erik Gudbranson,196,Right,3 - Round 1 - 2010 (FLA),2.63,94,190,131,0.11,4.07,8.23,5.67,626,834,42.88,1110,1497,42.58,836,1134,42.44,52.21,74.04,41.35,-,-,-,26,,3,UFA,4000000,0.053
251. Evgeni Dadonov,180,Left,71 - Round 3 - 2007 (FLA),27.45,195,359,280,1.09,7.77,14.30,11.15,946,678,58.25,1676,1238,57.52,1282,964,57.08,91.11,79.31,53.46,-,-,-,28,NMC,3,UFA,4000000,0.053
252. Kris Russell,178,Left,67 - Round 3 - 2005 (CBJ),2.79,63,142,92,0.11,2.57,5.79,3.75,622,811,43.41,1132,1545,42.29,851,1105,43.51,56.72,74.90,43.09,-,-,-,30,NMC,4,UFA,4000000,0.053
253. Victor Rask,188,Left,42 - Round 2 - 2011 (CAR),4.38,55,100,77,0.44,5.56,10.11,7.79,296,271,52.20,584,524,52.71,426,403,51.39,21.95,23.27,48.54,-,-,-,23,,6,RFA,4000000,0.055
254. Mikkel Boedker,180,Left,8 - Round 1 - 2008 (ARI),9.57,88,151,115,0.57,5.30,9.10,6.93,453,586,43.60,845,1050,44.59,624,798,43.88,41.56,48.89,45.95,-,-,-,26,,4,UFA,4000000,0.055
255. Carl Hagelin,183,Left,168 - Round 6 - 2007 (NYR),8.25,99,178,140,0.57,6.95,12.50,9.83,410,412,49.88,751,763,49.60,563,567,49.82,34.21,38.44,47.09,-,-,-,26,,4,RFA,4000000,0.056
256. Alec Martinez,185,Left,95 - Round 4 - 2007 (LAK),4.51,78,170,113,0.21,3.65,7.96,5.29,593,684,46.44,1195,1345,47.05,869,992,46.70,57.18,65.67,46.54,-,-,-,27,,6,UFA,4000000,0.058
257. Adam Henrique,183,Left,82 - Round 3 - 2008 (NJD),17.02,122,224,190,0.76,5.43,9.96,8.44,642,658,49.38,1248,1268,49.60,940,953,49.66,66.79,64.52,50.86,-,-,-,23,,6,RFA,4000000,0.062
258. Marco Scandella,191,Left,55 - Round 2 - 2008 (MIN),2.54,83,156,108,0.14,4.49,8.44,5.84,512,656,43.84,870,1174,42.56,673,928,42.04,34.51,59.01,36.90,-,-,-,24,,5,RFA,4000000,0.058
259. Roman Josi,185,Left,38 - Round 2 - 2008 (NSH),17.57,274,508,364,0.51,7.97,14.77,10.58,1161,1066,52.13,2125,1966,51.94,1603,1493,51.78,107.41,107.26,50.03,-,-,-,23,,7,RFA,4000000,0.062
260. Jake Muzzin,191,Left,141 - Round 5 - 2007 (PIT),5.18,141,322,204,0.18,4.96,11.32,7.17,917,889,50.78,1749,1716,50.48,1284,1264,50.39,81.73,83.35,49.51,-,-,-,25,,5,RFA,4000000,0.058
261. Wayne Simmonds,188,Right,61 - Round 2 - 2007 (LAK),23.78,157,269,215,1.14,7.61,13.04,10.42,689,554,55.43,1316,1036,55.95,974,769,55.88,69.84,47.02,59.76,-,-,-,24,M-NTC,6,RFA,3975000,0.066
262. Johan Franzen,193,Left,97 - Round 3 - 2004 (DET),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,29,,11,UFA,3954545,0.07
263. Colin Wilson,185,Left,7 - Round 1 - 2008 (NSH),10.55,104,171,140,0.72,7.08,11.64,9.52,512,409,55.59,905,774,53.90,676,555,54.91,42.08,30.67,57.84,-,-,-,25,,4,RFA,3937500,0.055
264. Andrew Shaw,180,Right,139 - Round 5 - 2011 (CHI),19.20,135,223,175,1.14,8.08,13.34,10.47,601,520,53.61,1121,928,54.71,835,692,54.68,55.52,47.26,54.02,-,-,-,24,,6,RFA,3900000,0.053
265. Colin Miller,185,Right,151 - Round 5 - 2012 (LAK),5.22,131,318,183,0.25,6.16,14.94,8.60,723,543,57.11,1432,967,59.69,1032,727,58.67,69.92,49.89,58.36,-,-,-,25,,4,RFA,3875000,0.049
266. Travis Hamonic,188,Right,53 - Round 2 - 2008 (NYI),4.80,128,286,194,0.20,5.33,11.92,8.08,732,745,49.56,1384,1461,48.65,1044,1085,49.04,76.17,74.89,50.42,-,-,-,22,,7,RFA,3857143,0.06
267. Patrik Berglund,193,Left,25 - Round 1 - 2006 (STL),2.99,25,45,38,0.60,5.00,9.00,7.60,120,164,42.25,239,285,45.61,180,216,45.45,10.66,12.94,45.17,-,-,-,29,M-NTC,5,UFA,3850000,0.053
268. Connor Murphy,193,Right,20 - Round 1 - 2011 (ARI),2.49,84,155,102,0.15,4.97,9.18,6.04,485,631,43.46,831,1043,44.34,624,799,43.85,39.03,54.49,41.73,-,-,-,23,,6,RFA,3850000,0.053
269. Darren Helm,183,Left,132 - Round 5 - 2005 (DET),9.94,107,191,145,0.67,7.22,12.89,9.77,404,562,41.82,736,984,42.79,554,748,42.55,32.81,52.18,38.60,-,-,-,29,NTC,5,UFA,3850000,0.053
270. Cody Eakin,183,Left,85 - Round 3 - 2009 (WSH),14.96,120,209,167,0.75,6.01,10.46,8.36,594,643,48.02,1137,1162,49.46,831,870,48.85,54.93,57.73,48.76,-,-,-,24,,4,RFA,3850000,0.054
271. Matt Beleskey,183,Left,112 - Round 4 - 2006 (ANA),0.21,3,6,5,0.43,6.11,12.21,10.18,8,16,33.33,19,33,36.54,14,27,34.15,0.60,0.99,37.74,-,-,-,27,M-NTC,5,UFA,3800000,0.052
272. Justin Braun,188,Right,201 - Round 7 - 2007 (SJS),3.72,105,223,155,0.14,3.98,8.44,5.87,665,785,45.86,1275,1545,45.21,960,1135,45.82,58.76,77.59,43.09,-,-,-,27,,5,UFA,3800000,0.055
273. Rickard Rakell,183,Right,30 - Round 1 - 2011 (ANA),18.41,194,345,256,0.87,9.13,16.23,12.05,677,597,53.14,1295,1174,52.45,956,878,52.13,65.68,63.32,50.91,-,-,-,23,,6,RFA,3789444,0.052
274. Boone Jenner,188,Left,37 - Round 2 - 2011 (CBJ),17.28,170,283,236,0.79,7.76,12.92,10.78,673,694,49.23,1205,1280,48.49,942,945,49.92,65.77,60.52,52.08,-,-,-,25,,4,RFA,3750000,0.047
275. Tanner Pearson,185,Left,30 - Round 1 - 2012 (LAK),14.01,147,248,191,0.75,7.85,13.24,10.19,569,592,49.01,1075,1059,50.37,789,787,50.06,47.44,47.79,49.82,-,-,-,24,,4,RFA,3750000,0.051
276. Matt Murray,193,Left,83 - Round 3 - 2012 (PIT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.69,2.75,0.06,22,,3,RFA,3750000,0.051
277. Mattias Ekholm,193,Left,102 - Round 4 - 2009 (NSH),6.28,146,306,208,0.20,4.69,9.82,6.68,999,888,52.94,1820,1625,52.83,1391,1247,52.73,89.42,84.17,51.51,-,-,-,25,,6,RFA,3750000,0.053
278. Jakob Silfverberg,185,Right,39 - Round 2 - 2009 (OTT),19.37,163,288,228,0.93,7.84,13.85,10.96,629,653,49.06,1154,1243,48.14,887,934,48.71,60.36,65.73,47.87,-,-,-,24,,4,RFA,3750000,0.051
279. Anders Lee,191,Left,152 - Round 6 - 2009 (NYI),29.87,204,332,283,1.28,8.74,14.22,12.12,822,654,55.69,1492,1196,55.51,1126,909,55.33,89.88,59.25,60.27,-,-,-,24,,4,RFA,3750000,0.053
280. Brendan Gallagher,175,Right,147 - Round 5 - 2010 (MTL),34.22,302,556,404,1.53,13.49,24.83,18.04,912,561,61.91,1787,1052,62.94,1277,794,61.66,86.40,55.25,61.00,-,-,-,23,,6,RFA,3750000,0.054
281. Braydon Coburn,196,Left,8 - Round 1 - 2003 (ATL),4.12,113,225,160,0.21,5.69,11.32,8.05,596,610,49.42,1100,1083,50.39,823,823,50.00,46.45,47.51,49.44,-,-,-,30,M-NTC,3,UFA,3700000,0.051
282. Jacob Markström,198,Left,31 - Round 2 - 2008 (FLA),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.77,2.82,0.05,27,,3,UFA,3666667,0.05
283. Sam Reinhart,185,Right,2 - Round 1 - 2014 (BUF),23.58,181,325,276,0.91,6.99,12.54,10.65,1035,772,57.28,1763,1307,57.43,1400,1029,57.64,92.80,71.59,56.45,-,-,-,22,,2,RFA,3650000,0.046
284. Bryan Rust,180,Right,80 - Round 3 - 2010 (PIT),17.34,141,232,198,0.91,7.39,12.16,10.37,599,666,47.35,1058,1241,46.02,821,933,46.81,51.19,63.04,44.81,-,-,-,26,,4,RFA,3500000,0.044
285. Lars Eller,188,Left,13 - Round 1 - 2007 (STL),17.67,163,274,225,0.79,7.30,12.28,10.08,663,703,48.54,1231,1312,48.41,924,985,48.40,64.77,74.84,46.39,-,-,-,29,,5,UFA,3500000,0.047
286. Michael Stone,191,Right,69 - Round 3 - 2008 (ARI),0.43,12,49,28,0.12,3.23,13.18,7.53,99,122,44.80,203,215,48.56,150,167,47.32,9.27,12.04,43.53,-,-,-,27,M-NTC,3,UFA,3500000,0.047
287. Vladimír Sobotka,180,Left,106 - Round 4 - 2005 (BOS),5.46,71,127,96,0.33,4.34,7.78,5.88,405,605,40.10,723,1065,40.44,566,827,40.63,29.36,54.99,34.81,-,-,-,29,,3,UFA,3500000,0.048
288. Cal Clutterbuck,180,Right,72 - Round 3 - 2006 (MIN),13.88,95,187,146,0.82,5.59,11.00,8.59,418,513,44.90,757,986,43.43,586,703,45.46,43.76,43.43,50.19,-,-,-,29,,5,UFA,3500000,0.048
289. Andrei Vasilevskiy,191,Left,19 - Round 1 - 2012 (TBL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.40,2.55,0.15,21,,3,RFA,3500000,0.048
290. Eric Staal,193,Left,2 - Round 1 - 2003 (CAR),25.66,215,350,278,1.05,8.78,14.30,11.36,909,652,58.23,1649,1216,57.56,1234,922,57.24,86.69,62.76,58.01,-,-,-,31,M-NTC,3,UFA,3500000,0.048
291. James Reimer,188,Left,99 - Round 4 - 2006 (TOR),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.09,2.70,-0.39,28,,5,UFA,3400000,0.047
292. Brandon Montour,183,Right,55 - Round 2 - 2014 (ANA),9.01,181,362,264,0.28,5.90,11.80,8.61,905,1026,46.87,1699,1808,48.45,1282,1391,47.96,75.00,100.20,42.81,-,-,-,24,,2,RFA,3387500,0.043
293. Sven Baertschi,180,Left,13 - Round 1 - 2011 (CGY),6.60,43,70,66,1.01,6.57,10.70,10.09,210,183,53.44,403,346,53.81,304,255,54.38,21.54,16.57,56.52,-,-,-,25,,3,RFA,3366666,0.042
294. Michael Grabner,185,Left,14 - Round 1 - 2006 (VAN),9.27,65,101,85,0.94,6.61,10.27,8.64,248,326,43.21,458,627,42.21,342,442,43.62,23.68,28.73,45.18,-,-,-,30,M-NTC,3,UFA,3350000,0.042
295. Radko Gudas,183,Right,66 - Round 3 - 2010 (TBL),3.52,136,291,206,0.15,5.93,12.69,8.98,630,804,43.93,1186,1487,44.37,887,1081,45.07,54.31,68.16,44.35,-,-,-,26,,4,RFA,3350000,0.046
296. Casey Cizikas,180,Left,92 - Round 4 - 2009 (NYI),13.99,111,170,139,0.82,6.51,9.96,8.15,399,547,42.18,738,1094,40.28,557,757,42.39,39.88,47.09,45.85,-,-,-,25,,5,RFA,3350000,0.046
297. Philipp Grubauer,185,Left,112 - Round 4 - 2010 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.64,2.59,-0.05,26,,3,RFA,3333333,0.042
298. Thomas Greiss,188,Left,94 - Round 3 - 2004 (SJS),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.27,2.62,0.34,31,,3,UFA,3333333,0.046
299. Jamie McGinn,185,Left,36 - Round 2 - 2006 (SJS),2.33,23,42,29,0.69,6.80,12.42,8.58,98,97,50.26,191,186,50.66,142,136,51.08,8.82,9.44,48.28,-,-,-,27,,3,UFA,3333333,0.046
300. Anthony Mantha,196,Left,20 - Round 1 - 2013 (DET),19.12,198,335,254,0.96,9.94,16.82,12.76,759,542,58.34,1354,952,58.72,1016,759,57.24,68.81,56.61,54.87,-,-,-,23,,2,RFA,3300000,0.042
301. Brenden Dillon,193,Left,-,2.52,71,181,113,0.10,2.93,7.47,4.66,784,621,55.80,1430,1169,55.02,1086,867,55.61,69.00,58.79,53.99,-,-,-,24,,5,RFA,3270000,0.046
302. Jack Johnson,185,Left,3 - Round 1 - 2005 (CAR),3.43,86,212,126,0.13,3.26,8.05,4.78,715,994,41.84,1328,1806,42.37,989,1348,42.32,62.91,84.44,42.69,-,-,-,31,,5,UFA,3250000,0.041
303. Andrew Cogliano,178,Left,25 - Round 1 - 2005 (EDM),11.15,106,172,143,0.68,6.48,10.51,8.74,449,555,44.72,833,998,45.49,643,753,46.06,37.08,46.40,44.42,-,-,-,31,M-NTC,3,UFA,3250000,0.043
304. Zack Smith,188,Left,79 - Round 3 - 2008 (OTT),10.18,101,174,139,0.53,5.29,9.11,7.29,505,710,41.56,931,1330,41.18,698,997,41.18,40.93,58.94,40.98,-,-,-,29,M-NTC,4,UFA,3250000,0.045
305. Darnell Nurse,193,Left,7 - Round 1 - 2013 (EDM),9.60,196,395,267,0.28,6.02,12.13,8.19,890,1038,46.16,1676,1888,47.03,1222,1412,46.39,90.56,100.61,47.37,-,-,-,23,,2,RFA,3200000,0.04
306. Charlie Coyle,191,Right,28 - Round 1 - 2010 (SJS),15.26,155,258,209,0.67,6.84,11.39,9.23,729,617,54.16,1333,1192,52.79,998,867,53.51,62.48,51.34,54.89,-,-,-,23,,5,RFA,3200000,0.046
307. Trevor Daley,180,Left,43 - Round 2 - 2002 (DAL),3.56,47,83,64,0.26,3.45,6.10,4.70,327,581,36.01,570,1011,36.04,436,803,35.19,29.08,56.75,33.88,-,-,-,33,NTC,3,UFA,3166666,0.042
308. Joshua Morrissey,183,Left,13 - Round 1 - 2013 (WPG),5.66,95,188,131,0.26,4.30,8.52,5.95,679,767,46.96,1235,1370,47.41,935,1006,48.17,62.09,73.16,45.91,-,-,-,23,,2,RFA,3150000,0.04
309. Max Domi,178,Left,12 - Round 1 - 2013 (ARI),20.89,203,362,273,0.88,8.55,15.24,11.49,844,722,53.90,1614,1281,55.75,1181,944,55.58,83.48,62.77,57.08,-,-,-,23,,2,RFA,3150000,0.042
310. Sam Gagner,180,Right,6 - Round 1 - 2007 (EDM),5.62,68,119,92,0.72,8.74,15.30,11.83,285,213,57.23,513,390,56.81,390,292,57.18,23.16,20.00,53.66,-,-,-,27,,3,UFA,3150000,0.042
311. Patrick Eaves,180,Right,29 - Round 1 - 2003 (OTT),1.09,6,12,12,0.67,3.71,7.41,7.41,39,57,40.61,78,100,43.82,61,75,44.85,3.60,5.46,39.74,-,-,-,33,M-NTC,3,UFA,3150000,0.042
312. Derek Ryan,178,Right,-,11.41,103,179,141,0.61,5.53,9.61,7.57,541,483,52.83,1024,916,52.78,753,691,52.15,55.67,47.44,53.99,-,-,-,31,,3,UFA,3125000,0.039
313. Ryan Strome,185,Right,5 - Round 1 - 2011 (NYI),14.51,110,190,147,0.69,5.23,9.03,6.99,600,672,47.17,1095,1233,47.04,804,935,46.23,56.34,69.01,44.95,-,-,-,24,,2,RFA,3100000,0.039
314. Jean-Gabriel Pageau,178,Right,96 - Round 4 - 2011 (OTT),6.93,83,129,106,0.60,7.16,11.12,9.14,348,401,46.46,616,766,44.57,470,546,46.26,28.04,36.95,43.15,-,-,-,24,,3,RFA,3100000,0.041
315. Phillip Danault,185,Left,26 - Round 1 - 2011 (CHI),15.39,132,236,181,0.64,5.50,9.84,7.55,844,789,51.68,1585,1474,51.81,1149,1108,50.91,75.98,78.22,49.28,-,-,-,25,,3,RFA,3083333,0.039
316. Marcus Krüger,183,Left,149 - Round 5 - 2009 (CHI),6.15,74,98,89,0.48,5.76,7.63,6.93,324,447,42.02,542,814,39.97,413,598,40.85,23.53,41.68,36.08,-,-,-,26,M-NTC,3,RFA,3083333,0.043
317. Joel Edmundson,196,Left,46 - Round 2 - 2011 (STL),4.53,102,202,137,0.22,4.93,9.77,6.62,595,642,48.10,1065,1219,46.63,804,898,47.24,52.41,57.59,47.65,-,-,-,25,,1,RFA,3000000,0.038
318. Andreas Athanasiou,188,Left,110 - Round 4 - 2012 (DET),22.47,216,387,304,1.05,10.05,18.00,14.14,681,703,49.21,1252,1218,50.69,939,947,49.79,65.03,65.33,49.88,-,-,-,23,,2,RFA,3000000,0.038
319. Leo Komarov,180,Left,180 - Round 6 - 2006 (TOR),9.28,78,142,117,0.49,4.11,7.48,6.16,454,653,41.01,834,1264,39.75,614,910,40.29,41.09,57.46,41.69,-,-,-,31,M-NTC,4,UFA,3000000,0.038
320. Cam Ward,185,Left,25 - Round 1 - 2002 (CAR),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.67,3.23,-0.44,34,NMC,1,UFA,3000000,0.038
321. Jonathan Bernier,183,Left,11 - Round 1 - 2006 (LAK),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.16,3.00,-0.16,29,,3,UFA,3000000,0.038
322. Thomas Vanek,188,Right,5 - Round 1 - 2003 (BUF),11.98,108,195,151,0.80,7.18,12.96,10.02,486,447,52.09,882,778,53.13,674,609,52.53,45.85,46.03,49.90,-,-,-,34,NTC,1,UFA,3000000,0.038
323. Antoine Roussel,180,Left,-,8.93,84,154,126,0.60,5.64,10.33,8.44,439,466,48.51,788,876,47.36,603,637,48.63,33.64,39.29,46.13,-,-,-,28,M-NTC,4,UFA,3000000,0.038
324. Jay Beagle,191,Right,-,4.30,45,71,60,0.33,3.47,5.47,4.63,290,478,37.76,496,909,35.29,388,661,36.99,24.41,41.37,37.11,-,-,-,32,M-NTC,4,UFA,3000000,0.038
325. Conor Sheary,173,Left,-,14.98,147,248,197,0.79,7.73,13.05,10.36,687,588,53.88,1204,996,54.73,926,772,54.53,53.37,49.32,51.97,-,-,-,25,,3,RFA,3000000,0.04
326. André Burakovsky,191,Left,23 - Round 1 - 2013 (WSH),8.86,100,178,133,0.63,7.10,12.63,9.44,409,423,49.16,800,826,49.20,576,603,48.85,31.55,35.79,46.84,-,-,-,22,,2,RFA,3000000,0.04
327. Dan Girardi,185,Right,-,3.84,75,131,96,0.21,4.08,7.12,5.22,546,670,44.90,957,1163,45.14,745,873,46.04,47.24,53.56,46.87,-,-,-,33,NTC,2,UFA,3000000,0.04
328. Michael Del Zotto,183,Left,20 - Round 1 - 2008 (NYR),2.42,45,112,72,0.20,3.78,9.40,6.04,348,387,47.35,640,741,46.34,476,559,45.99,26.99,38.08,41.48,-,-,-,27,,2,UFA,3000000,0.04
329. Valeri Nichushkin,193,Left,10 - Round 1 - 2013 (DAL),5.55,65,109,83,0.49,5.74,9.63,7.33,333,313,51.55,598,622,49.02,435,437,49.89,26.63,23.85,52.75,-,-,-,23,,2,RFA,2950000,0.037
330. Chris Tierney,185,Left,55 - Round 2 - 2012 (SJS),13.06,116,189,148,0.56,5.05,8.22,6.44,653,862,43.10,1157,1549,42.76,864,1159,42.71,63.26,78.84,44.52,-,-,-,23,,2,RFA,2937500,0.037
331. Adam Lowry,196,Left,67 - Round 3 - 2011 (WPG),12.11,105,178,146,0.64,5.52,9.35,7.67,494,633,43.83,942,1209,43.79,694,884,43.98,40.17,57.17,41.27,-,-,-,25,,3,RFA,2916667,0.037
332. Carl Gunnarsson,188,Left,194 - Round 7 - 2007 (TOR),1.30,21,48,31,0.20,3.16,7.23,4.67,196,176,52.69,350,345,50.36,261,257,50.39,18.51,17.18,51.86,-,-,-,29,,3,UFA,2900000,0.04
333. Marcus Foligno,191,Left,104 - Round 4 - 2009 (BUF),9.83,91,152,125,0.60,5.56,9.28,7.64,431,464,48.16,793,923,46.21,600,662,47.54,33.57,35.74,48.43,-,-,-,25,,4,RFA,2875000,0.038
334. Teuvo Teräväinen,180,Left,18 - Round 1 - 2012 (CHI),19.04,167,318,245,0.78,6.82,12.99,10.01,897,638,58.44,1702,1126,60.18,1293,870,59.78,100.35,59.91,62.62,-,-,-,22,,2,RFA,2860000,0.039
335. Matt Calvert,180,Left,127 - Round 5 - 2008 (CBJ),13.24,141,212,168,0.68,7.27,10.93,8.66,556,669,45.39,986,1246,44.18,741,887,45.52,45.67,58.35,43.91,-,-,-,28,,3,UFA,2850000,0.036
336. Ryan Murray,185,Left,2 - Round 1 - 2012 (CBJ),3.88,71,141,99,0.19,3.55,7.05,4.95,608,630,49.11,1053,1170,47.37,829,874,48.68,57.31,58.74,49.38,-,-,-,24,,1,RFA,2825000,0.036
337. Richard Pánik,188,Left,52 - Round 2 - 2009 (TBL),17.27,140,253,191,0.83,6.74,12.19,9.19,662,610,52.04,1266,1174,51.89,927,864,51.76,60.97,55.74,52.24,-,-,-,26,,2,RFA,2800000,0.038
338. Ben Hutton,188,Left,147 - Round 5 - 2012 (VAN),4.37,114,255,156,0.17,4.43,9.92,6.07,753,888,45.89,1387,1591,46.57,1032,1218,45.87,62.70,79.88,43.98,-,-,-,24,,2,RFA,2800000,0.038
339. Ryan Reaves,188,Right,156 - Round 5 - 2005 (STL),12.34,95,160,127,0.85,6.56,11.05,8.77,500,393,55.99,901,686,56.77,669,519,56.31,44.10,30.99,58.73,-,-,-,31,,2,UFA,2775000,0.035
340. Miles Wood,188,Left,100 - Round 4 - 2013 (NJD),13.33,159,253,213,0.93,11.06,17.60,14.81,489,452,51.97,830,818,50.36,672,628,51.69,37.08,37.97,49.41,-,-,-,22,,4,RFA,2750000,0.035
341. Valtteri Filppula,183,Left,95 - Round 3 - 2002 (DET),10.09,78,121,98,0.59,4.55,7.06,5.72,421,597,41.36,751,1101,40.54,563,806,41.12,38.72,51.94,42.71,-,-,-,34,NMC,1,UFA,2750000,0.035
342. Riley Nash,188,Right,21 - Round 1 - 2007 (EDM),7.81,79,123,99,0.55,5.61,8.73,7.03,390,376,50.91,662,730,47.56,526,536,49.53,34.97,30.86,53.13,-,-,-,29,,3,UFA,2750000,0.035
